Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
61.101.1,TRUE,TRUE,435868,European Paintings,Painting,The Card Players,,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,1890–92,1890,1892,Oil on canvas,25 3/4 x 32 1/4 in. (65.4 x 81.9 cm),"Bequest of Stephen C. Clark, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435868,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
51.112.1,TRUE,TRUE,435882,European Paintings,Painting,Still Life with Apples and a Pot of Primroses,,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,ca. 1890,1885,1895,Oil on canvas,28 3/4 x 36 3/8 in. (73 x 92.4 cm),"Bequest of Sam A. Lewisohn, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435882,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.66,TRUE,TRUE,435884,European Paintings,Painting,"Still Life with Jar, Cup, and Apples",,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,ca. 1877,1872,1882,Oil on canvas,23 7/8 x 29 in. (60.6 x 73.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929
",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435884,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
49.24,TRUE,TRUE,435888,European Paintings,Painting,Soap Bubbles,,,,,,Artist,,Jean Siméon Chardin,"French, Paris 1699–1779 Paris",,"Chardin, Jean Siméon",French,1699,1779,ca. 1733–34,1733,1734,Oil on canvas,24 x 24 7/8 in. (61 x 63.2 cm),"Wentworth Fund, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435888,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
49.7.19,TRUE,TRUE,435896,European Paintings,Painting,Portrait of a Carthusian,,,,,,Artist,,Petrus Christus,"Netherlandish, Baarle-Hertog (Baerle-Duc), active by 1444–died 1475/76 Bruges",,"Christus, Petrus",Netherlandish,1444,1476,1446,1446,1446,Oil on wood,Overall 11 1/2 x 8 1/2 in. (29.2 x 21.6 cm); painted surface 11 1/2 x 7 3/8 in. (29.2 x 18.7 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435896,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
55.119,TRUE,TRUE,435908,European Paintings,Painting,The Trojan Women Setting Fire to Their Fleet,,,,,,Artist,,Claude Lorrain (Claude Gellée),"French, Chamagne 1604/5?–1682 Rome",,Claude Lorrain (Claude Gellée),French,1604,1682,ca. 1643,1643,1643,Oil on canvas,41 3/8 x 59 7/8 in. (105.1 x 152.1 cm),"Fletcher Fund, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435908,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
50.145.8,TRUE,TRUE,435922,European Paintings,Painting,Salisbury Cathedral from the Bishop's Grounds,,,,,,Artist,,John Constable,"British, East Bergholt 1776–1837 Hampstead",,"Constable, John",British,1776,1837,ca. 1825,1820,1830,Oil on canvas,34 5/8 x 44 in. (87.9 x 111.8 cm),"Bequest of Mary Stillman Harkness, 1950",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435922,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.565,TRUE,TRUE,435984,European Paintings,Painting,Sibylle,,,,,,Artist,,Camille Corot,"French, Paris 1796–1875 Paris",,"Corot, Camille",French,1796,1875,ca. 1870,1865,1875,Oil on canvas,32 1/4 x 25 1/2 in. (81.9 x 64.8 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435984,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.57,TRUE,TRUE,436002,European Paintings,Painting,Woman with a Parrot,,,,,,Artist,,Gustave Courbet,"French, Ornans 1819–1877 La Tour-de-Peilz",,"Courbet, Gustave",French,1819,1877,1866,1866,1866,Oil on canvas,51 x 77 in. (129.5 x 195.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436002,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.221,TRUE,TRUE,436037,European Paintings,Painting,The Judgment of Paris,,,,,,Artist,,Lucas Cranach the Elder,"German, Kronach 1472–1553 Weimar",,"Cranach, Lucas, the Elder",German,1472,1553,ca. 1528,1523,1533,Oil on beech,40 1/8 x 28in. (101.9 x 71.1cm),"Rogers Fund, 1928",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436037,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.129,TRUE,TRUE,436095,European Paintings,Painting,The Third-Class Carriage,,,,,,Artist,,Honoré Daumier,"French, Marseilles 1808–1879 Valmondois",,"Daumier, Honoré",French,1808,1879,ca. 1862–64,1862,1864,Oil on canvas,25 3/4 x 35 1/2 in. (65.4 x 90.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436095,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
49.7.21,TRUE,TRUE,436101,European Paintings,Painting,The Rest on the Flight into Egypt,,,,,,Artist,,Gerard David,"Netherlandish, Oudewater ca. 1455–1523 Bruges",,"David, Gerard",Netherlandish,1455,1523,ca. 1512–15,1512,1515,Oil on wood,20 x 17 in. (50.8 x 43.2 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436101,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
31.45,TRUE,TRUE,436105,European Paintings,Painting,The Death of Socrates,,,,,,Artist,,Jacques Louis David,"French, Paris 1748–1825 Brussels",,"David, Jacques Louis",French,1748,1825,1787,1787,1787,Oil on canvas,51 x 77 1/4 in. (129.5 x 196.2 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436105,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1977.1,TRUE,TRUE,436106,European Paintings,Painting,"Antoine Laurent Lavoisier (1743–1794) and His Wife (Marie Anne Pierrette Paulze, 1758–1836)",,,,,,Artist,,Jacques Louis David,"French, Paris 1748–1825 Brussels",,"David, Jacques Louis",French,1748,1825,1788,1788,1788,Oil on canvas,102 1/4 x 76 5/8 in. (259.7 x 194.6 cm),"Purchase, Mr. and Mrs. Charles Wrightsman Gift, in honor of Everett Fahy, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436106,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.40.633,TRUE,TRUE,436244,European Paintings,Painting,Virgin and Child with Saint Anne,,,,,,Artist,,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,"Dürer, Albrecht",German,1471,1528,probably 1519,1519,1519,Oil on linden,23 5/8 x 19 5/8 in. (60 x 49.8 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436244,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.40.619,TRUE,TRUE,436253,European Paintings,Painting,Lucas van Uffel (died 1637),,,,,,Artist,,Anthony van Dyck,"Flemish, Antwerp 1599–1641 London",,"Dyck, Anthony van",Flemish,1599,1641,ca. 1622,1621,1627,Oil on canvas,49 x 39 5/8 in. (124.5 x 100.6 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436253,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
33.92ab,TRUE,TRUE,436282,European Paintings,"Painting, diptych",The Crucifixion; The Last Judgment,,,,,,Artist,,Jan van Eyck,"Netherlandish, Maaseik ca. 1390–1441 Bruges",and Workshop Assistant,"Eyck, Jan van",Netherlandish,1390,1441,ca. 1440–41,1440,1441,"Oil on canvas, transferred from wood",Each 22 1/4 x 7 2/3 in. (56.5 x 19.7 cm),"Fletcher Fund, 1933",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436282,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
49.7.49,TRUE,TRUE,436322,European Paintings,Painting,The Love Letter,,,,,,Artist,,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,"Fragonard, Jean Honoré",French,1732,1806,early 1770s,1770,1773,Oil on canvas,"32 3/4 x 26 3/8 in. (83.2 x 67 cm)
","The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436322,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
20.155.1,TRUE,TRUE,436435,European Paintings,Painting,Mrs. Grace Dalrymple Elliott (1754?–1823),,,,,,Artist,,Thomas Gainsborough,"British, Sudbury 1727–1788 London",,"Gainsborough, Thomas",British,1727,1788,1778,1778,1778,Oil on canvas,"92 1/4 x 60 1/2in. (234.3 x 153.7cm)
","Bequest of William K. Vanderbilt, 1920",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436435,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1989.183,TRUE,TRUE,436455,European Paintings,Painting,Evening: Landscape with an Aqueduct,,,,,,Artist,,Théodore Gericault,"French, Rouen 1791–1824 Paris",,"Gericault, Théodore",French,1791,1824,1818,1818,1818,Oil on canvas,98 1/2 x 86 1/2 in. (250.2 x 219.7 cm),"Purchase, Gift of James A. Moffett 2nd, in memory of George M. Moffett, by exchange, 1989",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436455,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.126.1,TRUE,TRUE,436504,European Paintings,Painting,The Adoration of the Magi,,,,,,Artist,,Giotto di Bondone,"Italian, Florentine, 1266/76–1337",,Giotto di Bondone,Italian,1266,1337,possibly ca. 1320,1315,1325,"Tempera on wood, gold ground",17 3/4 x 17 1/4 in. (45.1 x 43.8 cm),"John Stewart Kennedy Fund, 1911",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436504,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1993.132,TRUE,TRUE,436535,European Paintings,Painting,Wheat Field with Cypresses,,,,,,Artist,,Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise",,"Gogh, Vincent van",Dutch,1853,1890,1889,1889,1889,Oil on canvas,28 7/8 × 36 3/4 in. (73.2 × 93.4 cm),"Purchase, The Annenberg Foundation Gift, 1993",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436535,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
49.7.41,TRUE,TRUE,436545,European Paintings,Painting,Manuel Osorio Manrique de Zuñiga (1784–1792),,,,,,Artist,,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1787–88,1787,1788,Oil on canvas,50 x 40 in. (127 x 101.6 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436545,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.5,TRUE,TRUE,436573,European Paintings,Painting,Cardinal Fernando Niño de Guevara (1541–1609),,,,,,Artist,,El Greco (Domenikos Theotokopoulos),"Greek, Iráklion (Candia) 1540/41–1614 Toledo",,"Greco, El (Domenikos Theotokopoulos)",Greek,1540,1614,ca. 1600,1595,1605,Oil on canvas,67 1/4 x 42 1/2in. (170.8 x 108cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436573,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.6,TRUE,TRUE,436575,European Paintings,Painting,View of Toledo,,,,,,Artist,,El Greco (Domenikos Theotokopoulos),"Greek, Iráklion (Candia) 1540/41–1614 Toledo",,"Greco, El (Domenikos Theotokopoulos)",Greek,1540,1614,ca. 1599–1600,1599,1600,Oil on canvas,47 3/4 x 42 3/4 in. (121.3 x 108.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436575,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
20.155.8,TRUE,TRUE,436579,European Paintings,Painting,Broken Eggs,,,,,,Artist,,Jean-Baptiste Greuze,"French, Tournus 1725–1805 Paris",,"Greuze, Jean-Baptiste",French,1725,1805,1756,1756,1756,Oil on canvas,28 3/4 x 37 in. (73 x 94 cm),"Bequest of William K. Vanderbilt, 1920",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436579,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1984.459.2,TRUE,TRUE,436603,European Paintings,Painting,Samson Captured by the Philistines,,,,,,Artist,,Guercino (Giovanni Francesco Barbieri),"Italian, Cento 1591–1666 Bologna",,Guercino (Giovanni Francesco Barbieri),Italian,1591,1666,1619,1619,1619,Oil on canvas,75 1/4 x 93 1/4 in. (191.1 x 236.9 cm),"Gift of Mr. and Mrs. Charles Wrightsman, 1984",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436603,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.40.602,TRUE,TRUE,436616,European Paintings,Painting,"Young Man and Woman in an Inn (""Yonker Ramp and His Sweetheart"")",,,,,,Artist,,Frans Hals,"Dutch, Antwerp 1582/83–1666 Haarlem",,"Hals, Frans",Dutch,1582,1666,1623,1623,1623,Oil on canvas,41 1/2 x 31 1/4 in. (105.4 x 79.4 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436616,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.40.605,TRUE,TRUE,436622,European Paintings,Painting,Merrymakers at Shrovetide,,,,,,Artist,,Frans Hals,"Dutch, Antwerp 1582/83–1666 Haarlem",,"Hals, Frans",Dutch,1582,1666,ca. 1616–17,1616,1617,Oil on canvas,51 3/4 x 39 1/4 in. (131.4 x 99.7 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436622,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
50.135.4,TRUE,TRUE,436658,European Paintings,Painting,Hermann von Wedigh III (died 1560),,,,,,Artist,,Hans Holbein the Younger,"German, Augsburg 1497/98–1543 London",,"Holbein, Hans, the Younger",German,1497,1543,1532,1532,1532,Oil and gold on oak,"16 5/8 x 12 3/4 in. (42.2 x 32.4 cm), with added strip of 1/2 in. (1.3 cm) at bottom","Bequest of Edward S. Harkness, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436658,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
19.77.2,TRUE,TRUE,436703,European Paintings,Painting,"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",,,,,,Artist,,Jean Auguste Dominique Ingres,"French, Montauban 1780–1867 Paris",,"Ingres, Jean Auguste Dominique",French,1780,1867,1823,1823,1823,Oil on canvas,47 x 36 1/2 in. (119.4 x 92.7 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436703,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
64.148,TRUE,TRUE,436819,European Paintings,Painting,Mäda Primavesi (1903–2000),,,,,,Artist,,Gustav Klimt,"Austrian, Baumgarten 1862–1918 Vienna",,"Klimt, Gustav",Austrian,1862,1918,1912–13,1912,1913,Oil on canvas,59 x 43 1/2 in. (149.9 x 110.5 cm),"Gift of André and Clara Mertens, in memory of her mother, Jenny Pulitzer Steiner, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436819,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
60.3,TRUE,TRUE,436838,European Paintings,Painting,The Fortune-Teller,,,,,,Artist,,Georges de La Tour,"French, Vic-sur-Seille 1593–1653 Lunéville",,"La Tour, Georges de",French,1593,1653,probably 1630s,1630,1639,Oil on canvas,40 1/8 x 48 5/8 in. (101.9 x 123.5 cm),"Rogers Fund, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436838,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
50.135.5,TRUE,TRUE,436851,European Paintings,Painting,"Elizabeth Farren (born about 1759, died 1829), Later Countess of Derby",,,,,,Artist,,Sir Thomas Lawrence,"British, Bristol 1769–1830 London",,"Lawrence, Thomas, Sir",British,1769,1830,1790,1790,1790,Oil on canvas,94 x 57 1/2 in. (238.8 x 146.1 cm),"Bequest of Edward S. Harkness, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436851,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
49.7.10,TRUE,TRUE,436892,European Paintings,Painting,Madonna and Child,,,,,,Artist,,Filippino Lippi,"Italian, Prato ca. 1457–1504 Florence",,"Lippi, Filippino",Italian,1457,1504,ca. 1483–84,1483,1484,"Tempera, oil, and gold on wood",32 x 23 1/2 in. (81.3 x 59.7 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436892,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
89.15.19,TRUE,TRUE,436896,European Paintings,Painting,Portrait of a Woman with a Man at a Casement,,,,,,Artist,,Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo",Italian,1406,1469,ca. 1440,1435,1445,Tempera on wood,25 1/4 x 16 1/2 in. (64.1 x 41.9 cm),"Marquand Collection, Gift of Henry G. Marquand, 1889",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436896,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1986.138,TRUE,TRUE,436918,European Paintings,Painting,Venus and Cupid,,,,,,Artist,,Lorenzo Lotto,"Italian, Venice ca. 1480–1556 Loreto",,"Lotto, Lorenzo",Italian,1475,1556,1520s,1520,1529,Oil on canvas,36 3/8 x 43 7/8 in. (92.4 x 111.4 cm),"Purchase, Mrs. Charles Wrightsman Gift, in honor of Marietta Tree, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436918,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.53,TRUE,TRUE,436945,European Paintings,Painting,Mademoiselle V. . . in the Costume of an Espada,,,,,,Artist,,Édouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Édouard",French,1832,1883,1862,1862,1862,Oil on canvas,65 x 50 1/4 in. (165.1 x 127.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436945,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.100.115,TRUE,TRUE,436947,European Paintings,Painting,Boating,,,,,,Artist,,Édouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Édouard",French,1832,1883,1874,1874,1874,Oil on canvas,38 1/4 x 51 1/4 in. (97.2 x 130.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436947,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
32.130.2,TRUE,TRUE,436966,European Paintings,Painting,The Adoration of the Shepherds,,,,,,Artist,,Andrea Mantegna,"Italian, Isola di Carturo 1430/31–1506 Mantua",,"Mantegna, Andrea",Italian,1430,1506,shortly after 1450,1450,1459,"Tempera on canvas, transferred from wood",Overall 15 3/4 x 21 7/8 in. (40 x 55.6 cm); painted surface 14 7/8 x 21 in. (37.8 x 53.3 cm),"Purchase, Anonymous Gift, 1932",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436966,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.40.626–27,TRUE,TRUE,437056,European Paintings,Painting,"Tommaso di Folco Portinari (1428–1501); Maria Portinari (Maria Maddalena Baroncelli, born 1456)",,,,,,Artist,,Hans Memling,"Netherlandish, Seligenstadt, active by 1465–died 1494 Bruges",,"Memling, Hans",Netherlandish,1465,1494,ca. 1470,1465,1475,Oil on wood,"(.626, Tommaso) overall 17 3/8 x 13 1/4 in. (44.1 x 33.7 cm), painted surface 16 5/8 x 12 1/2 in. (42.2 x 31.8 cm); (.627, Maria) overall 17 3/8 x 13 3/8 in. (44.1 x 34 cm); painted surface 16 5/8 x 12 5/8 in. (42.2 x 32.1 cm)","Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437056,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
67.241,TRUE,TRUE,437133,European Paintings,Painting,Garden at Sainte-Adresse,,,,,,Artist,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840,1926,1867,1867,1867,Oil on canvas,38 5/8 x 51 1/8 in. (98.1 x 129.9 cm),"Purchase, special contributions and funds given or bequeathed by friends of the Museum, 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437133,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
43.13,TRUE,TRUE,437175,European Paintings,Painting,Virgin and Child,,,,,,Artist,,Bartolomé Estebán Murillo,"Spanish, Seville 1617–1682 Seville",,"Murillo, Bartolomé Estebán",Spanish,1617,1682,ca. 1670–72,1670,1672,Oil on canvas,65 1/4 x 43 in. (165.7 x 109.2 cm),"Rogers Fund, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437175,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
