,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.),brightness_avg_perceived
557,"Aircraft Carrier City in Landscape, project, Exterior perspective",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted printed paper on gelatin silver photographs mounted on board,"8 1/2 x 39 3/8"" (21.6 x 100 cm)",Philip Johnson Fund,434.1967,Architecture,Architecture & Design,1967-04-11,Y,634,http://www.moma.org/collection/works/634,http://www.moma.org/media/W1siZiIsIjY4MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b3fdd4b719349580,,,,21.6,,,100.0,,,159.43508841644604
558,"Urban Housing, Turin, Italy, Aerial perspective",Mario Botta,696,"(Swiss, born 1943)",(Swiss),(1943),(0),(Male),1985,Ink on paper,"35 1/4 x 35 7/8"" (89.5 x 91.1 cm)",Gift of the architect,434.1987,Architecture,Architecture & Design,1987-11-18,Y,635,http://www.moma.org/collection/works/635,http://www.moma.org/media/W1siZiIsIjY4MTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=7d13d4289bc31b20,,,,89.5,,,91.1,,,196.98923431687157
559,"Aircraft Carrier City in Landscape, project, Perspective",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted reproduction on photograph,"4 1/2 x 7 1/4"" (11.4 x 18.4 cm)",Philip Johnson Fund,435.1967,Architecture,Architecture & Design,1967-04-11,Y,636,http://www.moma.org/collection/works/636,http://www.moma.org/media/W1siZiIsIjY4MjYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=76824b5ce6c61df9,,,,11.4,,,18.4,,,158.95603508271324
560,"Thyssen-Bornemisza Gallery, Lugano, Switzerland, Perspective",Mario Botta,696,"(Swiss, born 1943)",(Swiss),(1943),(0),(Male),1986,Ink on paper,"43 1/2 x 43 1/2"" (110.5 x 110.5 cm)",Gift of the architect,435.1987,Architecture,Architecture & Design,1987-11-18,Y,637,http://www.moma.org/collection/works/637,http://www.moma.org/media/W1siZiIsIjY4MzEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=49122d63b0cf07bf,,,,110.5,,,110.5,,,197.95861523596506
561,"Aircraft Carrier in Landscape, project, Section",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted reproduction and ink on glazed paper,"6 3/8 x 15 5/8"" (16.2 x 39.7 cm)",Philip Johnson Fund,436.1967,Architecture,Architecture & Design,1967-04-11,Y,638,http://www.moma.org/collection/works/638,http://www.moma.org/media/W1siZiIsIjY4MzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d7bbcc0ead75b8a6,,,,16.2,,,39.7,,,215.83084836853243
562,"Cultural Center, Chambéry, France, Perspective",Mario Botta,696,"(Swiss, born 1943)",(Swiss),(1943),(0),(Male),Unknown,Ink on paper,"29 3/8 x 40 1/2"" (74.6 x 102.9 cm)",Gift of the architect,436.1987,Architecture,Architecture & Design,1987-11-18,Y,639,http://www.moma.org/collection/works/639,http://www.moma.org/media/W1siZiIsIjY4NDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fc127e6318b090e7,,,,74.6,,,102.9,,,205.54669537058817
563,"Aircraft Carrier City in Landscape, project, Aerial perspective",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted reproduction on photograph,"4 3/4 x 14 1/2"" (12.1 x 36.8 cm)",Philip Johnson Fund,437.1967,Architecture,Architecture & Design,1967-04-11,Y,640,http://www.moma.org/collection/works/640,http://www.moma.org/media/W1siZiIsIjY4NTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f9dc171bd65482e8,,,,12.1,,,36.8,,,134.47809113379677
565,"Highrise Building, Sparkplug, project (Exterior perspective)",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted printed paper on gelatin silver photograph,"4 3/4 x 7 1/4"" (12.1 x 18.4 cm)",Philip Johnson Fund,438.1967,Architecture,Architecture & Design,1967-04-11,Y,642,http://www.moma.org/collection/works/642,http://www.moma.org/media/W1siZiIsIjY4NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4db042ffd51fbfb9,,,,12.1,,,18.4,,,185.63126846042002
566,"Mr. and Mrs. Lawrence Morris House, Mount Kisco, New York, Perspective",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1958,Ink on tracing paper,"11 1/4 x 17"" (28.6 x 43.2 cm)",Purchase,438.1987,Architecture,Architecture & Design,1987-11-18,Y,643,http://www.moma.org/collection/works/643,http://www.moma.org/media/W1siZiIsIjY4NzIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=2bb1b18745763b4e,,,,28.6,,,43.2,,,206.51494042129914
567,"Highrise Building, Theodolite, project, Perspective",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted printed papers on gelatin silver photograph mounted on board,"6 3/4 x 17 1/2"" (17.1 x 44.5 cm)",Philip Johnson Fund,439.1967,Architecture,Architecture & Design,1967-04-11,Y,644,http://www.moma.org/collection/works/644,http://www.moma.org/media/W1siZiIsIjY4ODQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=581c62c7a46fdf75,,,,17.1,,,44.5,,,150.80511981829557
568,"Mr. and Mrs. Lawrence Morris House, Mount Kisco, New York, Perspective",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1958,Ink on tracing paper,"10 x 17 1/2"" (25.4 x 44.5 cm)",Purchase,439.1987,Architecture,Architecture & Design,1987-11-18,Y,645,http://www.moma.org/collection/works/645,http://www.moma.org/media/W1siZiIsIjY4ODkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=648d31c63275fe40,,,,25.4,,,44.5,,,192.85475987328857
569,"Pro Memoria Garden, project for a Labyrinth, Lüdenhausen, Germany, Aerial perspective",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1978,"Color pencil, color ink, and graphite on paper","19 5/8 x 58 5/8"" (49.8 x 148.9 cm)",Gift of Pierre Apraxine,440.1997,Architecture,Architecture & Design,1997-10-17,Y,646,http://www.moma.org/collection/works/646,http://www.moma.org/media/W1siZiIsIjIxMTM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d8ad9dcd26d1b49,,,,49.8476,,,148.9078,,,191.06549022750553
570,"Pro Memoria Garden, project for a Labyrinth, Lüdenhausen, Germany, Aerial perspective",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1978,Color pencil and ink on off-white heavy paper,"18 1/2 x 61 3/8"" (47 x 155.9 cm)",Gift of Pierre Apraxine,441.1997,Architecture,Architecture & Design,1997-10-17,Y,647,http://www.moma.org/collection/works/647,http://www.moma.org/media/W1siZiIsIjY5MTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f954a71cfbce176f,,,,46.9901,,,155.8928,,,193.48985671428466
571,"Pro Memoria Garden, project for a Labyrinth, Lüdenhausen, Germany, Axonometric",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1978,Color pencil and ink on off-white heavy paper,"27 1/2 x 66 7/16"" (69.9 x 168.8 cm)",Gift of Pierre Apraxine,442.1997,Architecture,Architecture & Design,1997-10-17,Y,648,http://www.moma.org/collection/works/648,http://www.moma.org/media/W1siZiIsIjIxMTM2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16fcd0de9f60cb32,,,,69.8501,,,168.7516,,,170.65716869308585
572,"Mr. and Mrs. James Bryan Christie House, Bernardsville, New Jersey, Exterior perspective from southwest",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1940,Graphite and color pencil on tracing paper,"18 x 35 1/2"" (45.7 x 90.2 cm)","Gift of Edgar Kaufmann, Jr.",455.1972,Architecture,Architecture & Design,1972-12-21,Y,649,http://www.moma.org/collection/works/649,http://www.moma.org/media/W1siZiIsIjcxMjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f720c1cfaec31c2a,,,,45.7,,,90.2,,,202.79468207176296
573,"Mr. and Mrs. James Bryan Christie House, Bernardsville, New Jersey, Exterior perspective from east",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1940,Graphite and color pencil on tracing paper,"18 x 35 1/2"" (45.7 x 90.2 cm)","Gift of Edgar Kaufmann, Jr.",456.1972,Architecture,Architecture & Design,1972-12-21,Y,650,http://www.moma.org/collection/works/650,http://www.moma.org/media/W1siZiIsIjcxNDEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=93ff442a21155da2,,,,45.7,,,90.2,,,203.90314594932764
574,"Row House with Interior Court, project (Interior perspective of living room toward court)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),after 1938,Graphite and wood veneer on illustration board,"30 1/8 x 40 1/8"" (76.5 x 101.9 cm)","Mies van der Rohe Archive, gift of the architect",457.1964,Mies van der Rohe Archive,Architecture & Design,1964-05-12,Y,651,http://www.moma.org/collection/works/651,http://www.moma.org/media/W1siZiIsIjcxNTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d6eca484ed19252d,,,,76.5,,,101.9,,,216.08324111719492
575,"Mr. and Mrs. Stuart Wells House, project, Long Lake, Minnesota, Plan of upper level",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1946,Ink and color crayon on tracing paper,"23 1/2 x 30"" (59.7 x 76.2 cm)","Gift of Edgar Kaufmann, Jr.",457.1972,Architecture,Architecture & Design,1972-12-21,Y,652,http://www.moma.org/collection/works/652,http://www.moma.org/media/W1siZiIsIjcxNTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fe1d478a58be778b,,,,59.7,,,76.2,,,191.04758627581398
576,"Court House Project, Interior perspective",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),after 1938,Graphite and cut-and-pasted photography on illustration board,"30 1/8 x 40 1/8"" (76.5 x 101.9 cm)","Mies van der Rohe Archive, gift of the architect",458.1964,Mies van der Rohe Archive,Architecture & Design,1964-05-12,Y,653,http://www.moma.org/collection/works/653,http://www.moma.org/media/W1siZiIsIjcxNzIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1c39e18a0ac6a2e9,,,,76.5,,,101.9,,,215.82698245574443
577,"Mr. and Mrs. Stuart Wells House, project, Long Lake, Minnesota, Plan of lower level",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1946,Graphite and color crayon on tracing paper,"24 1/2 x 34 1/2"" (62.2 x 87.6 cm)","Gift of Edgar Kaufmann, Jr.",458.1972,Architecture,Architecture & Design,1972-12-21,Y,654,http://www.moma.org/collection/works/654,http://www.moma.org/media/W1siZiIsIjcxNzUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cd477715be3a9ae3,,,,62.2,,,87.6,,,206.55012064263636
578,"Mr. and Mrs. Stuart Wells House, project, Long Lake, Minnesota, Perspective",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1946,Graphite and color crayon on tracing paper,"24 x 35 1/2"" (61 x 90.2 cm)","Gift of Edgar Kaufmann, Jr.",459.1972,Architecture,Architecture & Design,1972-12-21,Y,655,http://www.moma.org/collection/works/655,http://www.moma.org/media/W1siZiIsIjcxODgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b4015e4e6c540f7b,,,,61.0,,,90.2,,,214.99241850850908
579,"Miller House, Norristown, Pennsylvania, Rear patio, exterior perspective",Richard Neutra,4277,"(American, born Austria. 1892–1970)",(American),(1892),(1970),(Male),c. 1955,"Graphite, color pencil, and pastel on tracing paper","18 5/8 x 28 5/8"" (47.3 x 72.7 cm)",Gift of Harvey S. Shipley Miller,461.1985,Architecture,Architecture & Design,1985-11-18,Y,656,http://www.moma.org/collection/works/656,http://www.moma.org/media/W1siZiIsIjcyMjUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=acda3fed36fff831,,,,47.3076,,,72.7076,,,162.9580253539349
580,"Miller House, Norristown, Pennsylvania, Exterior perspective of entrance",Richard Neutra,4277,"(American, born Austria. 1892–1970)",(American),(1892),(1970),(Male),c. 1955,"Pastel, color pencil, and graphite on tracing paper","16 x 25 5/8"" (40.6 x 65.1 cm)",Gift of Harvey S. Shipley Miller,462.1985,Architecture,Architecture & Design,1985-11-18,Y,657,http://www.moma.org/collection/works/657,http://www.moma.org/media/W1siZiIsIjcyMzYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=187844a21c4283ee,,,,40.6401,,,65.0876,,,154.88220285038585
583,Glass Skyscraper project (Elevation study),Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1922,"Charcoal, Conté crayon, and pencil on paper mounted on board","54 1/2 x 32 3/4"" (137.8 x 83.2 cm)","Mies van der Rohe Archive, gift of George Danforth",474.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,660,http://www.moma.org/collection/works/660,http://www.moma.org/media/W1siZiIsIjM0NTcyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70947367f6f0a1b8,,,,137.8,,,83.2,,,124.28376459340629
587,"Charrette Submission for The Museum of Modern Art Expansion 1997, New York (Manhattan), New York, First Phase",Toyo Ito,7526,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1997,Paper,"11 x 17"" (28 x 43.2 cm) (approx.)",Gift of the architect,475.1997.1-4,Architecture,Architecture & Design,1997-10-17,Y,665,http://www.moma.org/collection/works/665,http://www.moma.org/media/W1siZiIsIjE3OTM0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dee58e586752d2a8,,,,28.0,,,43.2,,,194.13260805379534
588,"National Commercial Bank, Jeddah, Saudi Arabia (Five plans, preliminary study)","Skidmore Owings & Merrill, Gordon Bunshaft","5518, 8170","(American, founded 1936) (American, 1909–1990)",(American) (American),(1936) (1909),(0) (1990),() (Male),1977,Felt-tipped pen on tracing paper,"12 x 35 1/2"" (30.5 x 90.2 cm)","Gift of Skidmore, Owings and Merrill",476.1983,Architecture,Architecture & Design,1983-05-17,Y,667,http://www.moma.org/collection/works/667,http://www.moma.org/media/W1siZiIsIjc0MTgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6a15b1253750f22a,,,,30.4801,,,90.1702,,,203.74104277860098
590,"National Commercial Bank, Jeddah, Saudi Arabia (Thirteen plans, preliminary study)","Skidmore Owings & Merrill, Gordon Bunshaft","5518, 8170","(American, founded 1936) (American, 1909–1990)",(American) (American),(1936) (1909),(0) (1990),() (Male),1977,Felt-tipped pen on tracing paper,"12 x 35 3/4"" (30.5 x 90.8 cm)","Gift of Skidmore, Owings and Merrill",477.1983,Architecture,Architecture & Design,1983-05-17,Y,669,http://www.moma.org/collection/works/669,http://www.moma.org/media/W1siZiIsIjM0MzE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0fd111b02f6654f,,,,30.4801,,,90.8052,,,202.12542111281948
592,"National Commercial Bank, Jeddah, Saudi Arabia (Four plans, preliminary study)","Skidmore Owings & Merrill, Gordon Bunshaft","5518, 8170","(American, founded 1936) (American, 1909–1990)",(American) (American),(1936) (1909),(0) (1990),() (Male),1977,Felt tip pen on tracing paper,"12 x 35"" (30.5 x 88.9 cm)","Gift of Skidmore, Owings and Merrill",478.1983,Architecture,Architecture & Design,1983-05-17,Y,671,http://www.moma.org/collection/works/671,http://www.moma.org/media/W1siZiIsIjM0MzA4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc3329112156fcb9,,,,30.4801,,,88.9002,,,203.75967642622584
593,"Center for Applied Computer Research, Las Promesas, Mexico, Axonometric",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,"Ink, felt-tipped pen, and photostat on acetate","37 1/2 x 38 1/4"" (95.3 x 97.2 cm)",Gift of the architect,478.1990,Architecture,Architecture & Design,1990-10-24,Y,672,http://www.moma.org/collection/works/672,http://www.moma.org/media/W1siZiIsIjc0NzIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8427b561ce3a6308,,2.0,,2.0,,,2.0,,,198.8660665452968
595,"National Commercial Bank, Jeddah, Saudi Arabia (Five plans, preliminary study)","Skidmore Owings & Merrill, Gordon Bunshaft","5518, 8170","(American, founded 1936) (American, 1909–1990)",(American) (American),(1936) (1909),(0) (1990),() (Male),1977,Felt tip pen and colored pencil on tracing paper,"12 x 35 1/2"" (30.5 x 90.2 cm)","Gift of Skidmore, Owings and Merrill",479.1983,Architecture,Architecture & Design,1983-05-17,Y,674,http://www.moma.org/collection/works/674,http://www.moma.org/media/W1siZiIsIjM0MzA0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71f1c87a9a8ba842,,,,30.4801,,,90.1702,,,201.88027144133093
596,"Center for Applied Computer Research, Las Promesas, Mexico, Elevation",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,"Ink, felt-tipped pen, and photostat on acetate","37 7/8 x 47 7/8"" (96.2 x 121.6 cm)",Gift of the architect,479.1990,Architecture,Architecture & Design,1990-10-24,Y,675,http://www.moma.org/collection/works/675,http://www.moma.org/media/W1siZiIsIjc0ODIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4a63a84a92bb47b7,,,,88.3,,,121.6,,,204.02471804900694
599,"Kyle Residence, Houston, Texas - Section",Joel Sanders,7566,"(American, born 1956)",(American),(1956),(0),(Male),1995,"Cut-and-pasted paper, cut-and-pasted pressure sensitive synthetic polymer sheets, and ink on drafting film over photo-electrostatic print","10 5/8 x 29 9/16"" (27 x 75.1 cm)",Gift of the Peter Norton Family Foundation,479.1997.2,Architecture,Architecture & Design,1997-10-17,Y,678,http://www.moma.org/collection/works/678,http://www.moma.org/media/W1siZiIsIjI2Njk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0753e95707341cb,,,,26.9876,,,75.0889,,,176.38593937778035
600,"National Commercial Bank, Jeddah, Saudi Arabia (Five plans)","Skidmore Owings & Merrill, Gordon Bunshaft","5518, 8170","(American, founded 1936) (American, 1909–1990)",(American) (American),(1936) (1909),(0) (1990),() (Male),1977,Ink on tracing paper,"29 3/4 x 47 3/4"" (75.6 x 121.3 cm)","Gift of Skidmore, Owings and Merrill",480.1983,Architecture,Architecture & Design,1983-05-17,Y,679,http://www.moma.org/collection/works/679,http://www.moma.org/media/W1siZiIsIjc0OTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=ef478927f6f7c515,,,,75.5652,,,121.2852,,,193.18444187500498
601,"Center for Applied Computer Research, Las Promesas, Mexico, Section",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,Ink and photostat on acetate,"36 3/4 x 38 1/2"" (93.3 x 97.8 cm)
",Gift of the architect,480.1990,Architecture,Architecture & Design,1990-10-24,Y,680,http://www.moma.org/collection/works/680,http://www.moma.org/media/W1siZiIsIjc0OTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4065df7ca3cb729f,,,,93.3,,,97.8,,,211.24709276403627
603,"National Commercial Bank, Jeddah, Saudi Arabia (Principal elevation)","Skidmore Owings & Merrill, Gordon Bunshaft","5518, 8170","(American, founded 1936) (American, 1909–1990)",(American) (American),(1936) (1909),(0) (1990),() (Male),1977,Felt-tipped pen and colored pencil on tracing paper,"55 1/2 x 30 1/4"" (141 x 76.8 cm)","Gift of Skidmore, Owings and Merrill",481.1983,Architecture,Architecture & Design,1983-05-17,Y,682,http://www.moma.org/collection/works/682,http://www.moma.org/media/W1siZiIsIjc0OTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b7a03869919a3999,,,,140.9703,,,76.8352,,,180.6463640130846
604,"Casa de Retiro Espiritual, Córdoba, Spain, Section",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1979,Ink and graphite on paper,"11 1/8 x 15 1/2"" (28.3 x 39.4 cm)",Gift of the architect,481.1990,Architecture,Architecture & Design,1991-10-24,Y,683,http://www.moma.org/collection/works/683,http://www.moma.org/media/W1siZiIsIjc1MDIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=ad52faf4dcdc6c20,,,,28.2576,,,39.3701,,,185.1464781928124
606,"National Commercial Bank, Jeddah, Saudi Arabia (Elevation)","Skidmore Owings & Merrill, Gordon Bunshaft","5518, 8170","(American, founded 1936) (American, 1909–1990)",(American) (American),(1936) (1909),(0) (1990),() (Male),1978,Felt-tipped pen and color pencil on tracing paper,"55 1/2 x 30 1/4"" (141 x 76.8 cm)","Gift of Skidmore, Owings and Merrill",482.1983,Architecture,Architecture & Design,1983-05-17,Y,685,http://www.moma.org/collection/works/685,http://www.moma.org/media/W1siZiIsIjIxMTUxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=68dc6a15d77469dd,,,,140.9703,,,76.8352,,,198.95645214811427
607,"Casa de Retiro Espiritual, Córdoba, Spain, Section",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1979,Ink and graphite on paper,"11 1/2 x 15 5/8"" (29.2 x 39.7 cm)",Gift of the architect,482.1990,Architecture,Architecture & Design,1991-10-24,Y,686,http://www.moma.org/collection/works/686,http://www.moma.org/media/W1siZiIsIjc1MTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8db16a6704b4aaac,,,,29.2101,,,39.6876,,,192.5131119704579
